Product_ID,Product_Name_x,Category_x,Units_Sold,Revenue,Selling_Price_x,Cost_Price_x,Order_Date,Customer_Region,Product_Name_y,Category_y,Cost_Price_y,Selling_Price_y
P042,Product_42,Electronics,1,568,568,459,2024-07-01,South,Badminton Racket,Electronics,459,568
P043,Product_43,Sports,1,327,327,266,2024-07-01,West,Dumbbell Set,Sports,266,327
P044,Product_44,Clothing,5,2220,444,301,2024-07-01,North,Treadmill Pro,Clothing,301,444
P045,Product_45,Clothing,3,1305,435,237,2024-07-01,West,Jump Rope,Clothing,237,435
P046,Product_46,Electronics,4,2044,511,429,2024-07-01,South,Science Textbook,Electronics,429,511
P047,Product_47,Clothing,1,205,205,90,2024-07-01,West,History Encyclopedia,Clothing,90,205
P048,Product_48,Books,3,831,277,206,2024-07-01,South,Math Workbook,Books,206,277
P049,Product_49,Clothing,4,716,179,64,2024-07-01,South,Language Learning Book,Clothing,64,179
P001,Product_1,Sports,4,900,225,141,2024-07-02,South,Smartphone X1,Sports,141,225
P002,Product_2,Books,3,1572,524,416,2024-07-02,West,Laptop Pro 15,Books,416,524
P003,Product_3,Home & Kitchen,4,2332,583,493,2024-07-02,South,Bluetooth Speaker,Home & Kitchen,493,583
P004,Product_4,Books,3,1515,505,477,2024-07-02,East,LED TV 42inch,Books,477,505
P005,Product_5,Books,1,420,420,313,2024-07-02,North,Wireless Earbuds,Books,313,420
P006,Product_6,Clothing,2,1256,628,480,2024-07-02,East,Men's Cotton Shirt,Clothing,480,628
P007,Product_7,Home & Kitchen,3,717,239,84,2024-07-02,South,Women's Denim Jacket,Home & Kitchen,84,239
P008,Product_8,Home & Kitchen,1,337,337,255,2024-07-02,South,Running Shoes,Home & Kitchen,255,337
P009,Product_9,Home & Kitchen,2,576,288,130,2024-07-02,West,Sports Watch,Home & Kitchen,130,288
P010,Product_10,Books,4,2276,569,469,2024-07-02,South,Backpack Travel,Books,469,569
P011,Product_11,Sports,5,1270,254,99,2024-07-02,North,Ceramic Dinner Set,Sports,99,254
P012,Product_12,Home & Kitchen,3,1773,591,409,2024-07-02,South,Non-stick Frying Pan,Home & Kitchen,409,591
P013,Product_13,Books,1,619,619,437,2024-07-02,North,Vacuum Cleaner,Books,437,619
P014,Product_14,Clothing,5,515,103,51,2024-07-02,West,Air Purifier,Clothing,51,103
P015,Product_15,Sports,4,2324,581,439,2024-07-02,South,Table Lamp,Sports,439,581
P016,Product_16,Clothing,5,635,127,103,2024-07-02,West,Yoga Mat,Clothing,103,127
P017,Product_17,Sports,3,645,215,155,2024-07-02,West,Tennis Racket,Sports,155,215
P018,Product_18,Books,4,1424,356,309,2024-07-02,North,Football Size 5,Books,309,356
P019,Product_19,Electronics,3,1539,513,359,2024-07-02,South,Mountain Bicycle,Electronics,359,513
P020,Product_20,Sports,2,662,331,240,2024-07-02,North,Camping Tent,Sports,240,331
P021,Product_21,Clothing,1,482,482,451,2024-07-02,North,Fiction Novel A,Clothing,451,482
P022,Product_22,Books,2,896,448,267,2024-07-02,West,Fiction Novel B,Books,267,448
P023,Product_23,Sports,2,290,145,93,2024-07-02,West,Cookbook Deluxe,Sports,93,145
P024,Product_24,Electronics,2,556,278,211,2024-07-02,North,Self-help Guide,Electronics,211,278
P025,Product_25,Electronics,5,2105,421,251,2024-07-02,North,Children's Story Book,Electronics,251,421
P026,Product_26,Home & Kitchen,4,2304,576,495,2024-07-02,North,Smartwatch Series 5,Home & Kitchen,495,576
P027,Product_27,Home & Kitchen,3,1125,375,319,2024-07-02,North,Gaming Console Z,Home & Kitchen,319,375
P028,Product_28,Clothing,3,1554,518,400,2024-07-02,South,Wireless Mouse,Clothing,400,518
P029,Product_29,Sports,2,1088,544,353,2024-07-02,South,Mechanical Keyboard,Sports,353,544
P030,Product_30,Sports,2,886,443,320,2024-07-02,North,External Hard Drive,Sports,320,443
P031,Product_31,Home & Kitchen,3,954,318,264,2024-07-02,East,Winter Jacket,Home & Kitchen,264,318
P033,Product_33,Sports,2,866,433,239,2024-07-02,South,Casual Sneakers,Sports,239,433
P034,Product_34,Electronics,3,1485,495,345,2024-07-02,North,Leather Belt,Electronics,345,495
P035,Product_35,Home & Kitchen,4,1128,282,262,2024-07-02,North,Sunglasses UV400,Home & Kitchen,262,282
P036,Product_36,Books,4,1124,281,257,2024-07-02,North,Microwave Oven,Books,257,281
P037,Product_37,Home & Kitchen,1,447,447,286,2024-07-02,East,Refrigerator 300L,Home & Kitchen,286,447
P038,Product_38,Books,1,509,509,387,2024-07-02,North,Mixer Grinder,Books,387,509
P039,Product_39,Electronics,3,1386,462,416,2024-07-02,South,Electric Kettle,Electronics,416,462
P040,Product_40,Clothing,2,516,258,102,2024-07-02,South,Induction Cooktop,Clothing,102,258
P041,Product_41,Sports,3,1089,363,329,2024-07-02,West,Cricket Bat,Sports,329,363
P042,Product_42,Electronics,7,3976,568,459,2024-07-02,West,Badminton Racket,Electronics,459,568
P043,Product_43,Sports,3,981,327,266,2024-07-02,South,Dumbbell Set,Sports,266,327
P045,Product_45,Clothing,2,870,435,237,2024-07-02,East,Jump Rope,Clothing,237,435
P046,Product_46,Electronics,6,3066,511,429,2024-07-02,East,Science Textbook,Electronics,429,511
P047,Product_47,Clothing,4,820,205,90,2024-07-02,West,History Encyclopedia,Clothing,90,205
P048,Product_48,Books,1,277,277,206,2024-07-02,South,Math Workbook,Books,206,277
P049,Product_49,Clothing,1,179,179,64,2024-07-02,South,Language Learning Book,Clothing,64,179
P050,Product_50,Sports,1,501,501,350,2024-07-02,North,Travel Guide Europe,Sports,350,501
P001,Product_1,Sports,2,450,225,141,2024-07-03,East,Smartphone X1,Sports,141,225
P002,Product_2,Books,5,2620,524,416,2024-07-03,North,Laptop Pro 15,Books,416,524
P003,Product_3,Home & Kitchen,2,1166,583,493,2024-07-03,North,Bluetooth Speaker,Home & Kitchen,493,583
P004,Product_4,Books,2,1010,505,477,2024-07-03,North,LED TV 42inch,Books,477,505
P005,Product_5,Books,4,1680,420,313,2024-07-03,North,Wireless Earbuds,Books,313,420
P006,Product_6,Clothing,3,1884,628,480,2024-07-03,East,Men's Cotton Shirt,Clothing,480,628
P007,Product_7,Home & Kitchen,1,239,239,84,2024-07-03,North,Women's Denim Jacket,Home & Kitchen,84,239
P008,Product_8,Home & Kitchen,2,674,337,255,2024-07-03,West,Running Shoes,Home & Kitchen,255,337
P009,Product_9,Home & Kitchen,5,1440,288,130,2024-07-03,South,Sports Watch,Home & Kitchen,130,288
P010,Product_10,Books,5,2845,569,469,2024-07-03,North,Backpack Travel,Books,469,569
P011,Product_11,Sports,5,1270,254,99,2024-07-03,South,Ceramic Dinner Set,Sports,99,254
P012,Product_12,Home & Kitchen,2,1182,591,409,2024-07-03,North,Non-stick Frying Pan,Home & Kitchen,409,591
P013,Product_13,Books,2,1238,619,437,2024-07-03,South,Vacuum Cleaner,Books,437,619
P014,Product_14,Clothing,5,515,103,51,2024-07-03,West,Air Purifier,Clothing,51,103
P015,Product_15,Sports,4,2324,581,439,2024-07-03,West,Table Lamp,Sports,439,581
P016,Product_16,Clothing,5,635,127,103,2024-07-03,South,Yoga Mat,Clothing,103,127
P017,Product_17,Sports,3,645,215,155,2024-07-03,East,Tennis Racket,Sports,155,215
P018,Product_18,Books,2,712,356,309,2024-07-03,East,Football Size 5,Books,309,356
P019,Product_19,Electronics,1,513,513,359,2024-07-03,South,Mountain Bicycle,Electronics,359,513
P020,Product_20,Sports,2,662,331,240,2024-07-03,West,Camping Tent,Sports,240,331
P021,Product_21,Clothing,5,2410,482,451,2024-07-03,North,Fiction Novel A,Clothing,451,482
P022,Product_22,Books,2,896,448,267,2024-07-03,West,Fiction Novel B,Books,267,448
P023,Product_23,Sports,1,145,145,93,2024-07-03,South,Cookbook Deluxe,Sports,93,145
P024,Product_24,Electronics,4,1112,278,211,2024-07-03,North,Self-help Guide,Electronics,211,278
P025,Product_25,Electronics,6,2526,421,251,2024-07-03,South,Children's Story Book,Electronics,251,421
P026,Product_26,Home & Kitchen,6,3456,576,495,2024-07-03,North,Smartwatch Series 5,Home & Kitchen,495,576
P027,Product_27,Home & Kitchen,4,1500,375,319,2024-07-03,East,Gaming Console Z,Home & Kitchen,319,375
P028,Product_28,Clothing,4,2072,518,400,2024-07-03,East,Wireless Mouse,Clothing,400,518
P029,Product_29,Sports,3,1632,544,353,2024-07-03,North,Mechanical Keyboard,Sports,353,544
P030,Product_30,Sports,2,886,443,320,2024-07-03,East,External Hard Drive,Sports,320,443
P031,Product_31,Home & Kitchen,1,318,318,264,2024-07-03,North,Winter Jacket,Home & Kitchen,264,318
P032,Product_32,Sports,2,842,421,301,2024-07-03,East,Formal Trousers,Sports,301,421
P033,Product_33,Sports,2,866,433,239,2024-07-03,North,Casual Sneakers,Sports,239,433
P034,Product_34,Electronics,2,990,495,345,2024-07-03,North,Leather Belt,Electronics,345,495
P035,Product_35,Home & Kitchen,5,1410,282,262,2024-07-03,South,Sunglasses UV400,Home & Kitchen,262,282
P036,Product_36,Books,2,562,281,257,2024-07-03,South,Microwave Oven,Books,257,281
P037,Product_37,Home & Kitchen,4,1788,447,286,2024-07-03,West,Refrigerator 300L,Home & Kitchen,286,447
P038,Product_38,Books,5,2545,509,387,2024-07-03,East,Mixer Grinder,Books,387,509
P039,Product_39,Electronics,1,462,462,416,2024-07-03,South,Electric Kettle,Electronics,416,462
P040,Product_40,Clothing,2,516,258,102,2024-07-03,West,Induction Cooktop,Clothing,102,258
P041,Product_41,Sports,5,1815,363,329,2024-07-03,South,Cricket Bat,Sports,329,363
P042,Product_42,Electronics,1,568,568,459,2024-07-03,East,Badminton Racket,Electronics,459,568
P043,Product_43,Sports,6,1962,327,266,2024-07-03,East,Dumbbell Set,Sports,266,327
P044,Product_44,Clothing,1,444,444,301,2024-07-03,East,Treadmill Pro,Clothing,301,444
P045,Product_45,Clothing,2,870,435,237,2024-07-03,North,Jump Rope,Clothing,237,435
P046,Product_46,Electronics,8,4088,511,429,2024-07-03,East,Science Textbook,Electronics,429,511
P047,Product_47,Clothing,6,1230,205,90,2024-07-03,West,History Encyclopedia,Clothing,90,205
P048,Product_48,Books,1,277,277,206,2024-07-03,East,Math Workbook,Books,206,277
P049,Product_49,Clothing,1,179,179,64,2024-07-03,East,Language Learning Book,Clothing,64,179
P050,Product_50,Sports,5,2505,501,350,2024-07-03,North,Travel Guide Europe,Sports,350,501
P001,Product_1,Sports,4,900,225,141,2024-07-04,North,Smartphone X1,Sports,141,225
P002,Product_2,Books,4,2096,524,416,2024-07-04,South,Laptop Pro 15,Books,416,524
P003,Product_3,Home & Kitchen,1,583,583,493,2024-07-04,South,Bluetooth Speaker,Home & Kitchen,493,583
P004,Product_4,Books,1,505,505,477,2024-07-04,East,LED TV 42inch,Books,477,505
P005,Product_5,Books,4,1680,420,313,2024-07-04,South,Wireless Earbuds,Books,313,420
P006,Product_6,Clothing,4,2512,628,480,2024-07-04,West,Men's Cotton Shirt,Clothing,480,628
P008,Product_8,Home & Kitchen,2,674,337,255,2024-07-04,West,Running Shoes,Home & Kitchen,255,337
P010,Product_10,Books,3,1707,569,469,2024-07-04,West,Backpack Travel,Books,469,569
P011,Product_11,Sports,2,508,254,99,2024-07-04,North,Ceramic Dinner Set,Sports,99,254
P012,Product_12,Home & Kitchen,2,1182,591,409,2024-07-04,North,Non-stick Frying Pan,Home & Kitchen,409,591
P013,Product_13,Books,2,1238,619,437,2024-07-04,West,Vacuum Cleaner,Books,437,619
P014,Product_14,Clothing,5,515,103,51,2024-07-04,East,Air Purifier,Clothing,51,103
P015,Product_15,Sports,6,3486,581,439,2024-07-04,South,Table Lamp,Sports,439,581
P016,Product_16,Clothing,2,254,127,103,2024-07-04,North,Yoga Mat,Clothing,103,127
P017,Product_17,Sports,5,1075,215,155,2024-07-04,East,Tennis Racket,Sports,155,215
P018,Product_18,Books,5,1780,356,309,2024-07-04,South,Football Size 5,Books,309,356
P019,Product_19,Electronics,6,3078,513,359,2024-07-04,South,Mountain Bicycle,Electronics,359,513
P020,Product_20,Sports,3,993,331,240,2024-07-04,West,Camping Tent,Sports,240,331
P021,Product_21,Clothing,1,482,482,451,2024-07-04,East,Fiction Novel A,Clothing,451,482
P022,Product_22,Books,3,1344,448,267,2024-07-04,East,Fiction Novel B,Books,267,448
P024,Product_24,Electronics,4,1112,278,211,2024-07-04,West,Self-help Guide,Electronics,211,278
P025,Product_25,Electronics,3,1263,421,251,2024-07-04,West,Children's Story Book,Electronics,251,421
P026,Product_26,Home & Kitchen,5,2880,576,495,2024-07-04,West,Smartwatch Series 5,Home & Kitchen,495,576
P027,Product_27,Home & Kitchen,1,375,375,319,2024-07-04,West,Gaming Console Z,Home & Kitchen,319,375
P028,Product_28,Clothing,1,518,518,400,2024-07-04,East,Wireless Mouse,Clothing,400,518
P029,Product_29,Sports,3,1632,544,353,2024-07-04,South,Mechanical Keyboard,Sports,353,544
P030,Product_30,Sports,2,886,443,320,2024-07-04,South,External Hard Drive,Sports,320,443
P031,Product_31,Home & Kitchen,2,636,318,264,2024-07-04,West,Winter Jacket,Home & Kitchen,264,318
P032,Product_32,Sports,1,421,421,301,2024-07-04,West,Formal Trousers,Sports,301,421
P033,Product_33,Sports,4,1732,433,239,2024-07-04,West,Casual Sneakers,Sports,239,433
P034,Product_34,Electronics,2,990,495,345,2024-07-04,West,Leather Belt,Electronics,345,495
P035,Product_35,Home & Kitchen,5,1410,282,262,2024-07-04,South,Sunglasses UV400,Home & Kitchen,262,282
P036,Product_36,Books,5,1405,281,257,2024-07-04,West,Microwave Oven,Books,257,281
P037,Product_37,Home & Kitchen,2,894,447,286,2024-07-04,North,Refrigerator 300L,Home & Kitchen,286,447
P038,Product_38,Books,3,1527,509,387,2024-07-04,West,Mixer Grinder,Books,387,509
P039,Product_39,Electronics,4,1848,462,416,2024-07-04,South,Electric Kettle,Electronics,416,462
P040,Product_40,Clothing,4,1032,258,102,2024-07-04,North,Induction Cooktop,Clothing,102,258
P041,Product_41,Sports,3,1089,363,329,2024-07-04,South,Cricket Bat,Sports,329,363
P042,Product_42,Electronics,4,2272,568,459,2024-07-04,East,Badminton Racket,Electronics,459,568
P043,Product_43,Sports,4,1308,327,266,2024-07-04,North,Dumbbell Set,Sports,266,327
P044,Product_44,Clothing,9,3996,444,301,2024-07-04,South,Treadmill Pro,Clothing,301,444
P045,Product_45,Clothing,5,2175,435,237,2024-07-04,North,Jump Rope,Clothing,237,435
P046,Product_46,Electronics,2,1022,511,429,2024-07-04,East,Science Textbook,Electronics,429,511
P047,Product_47,Clothing,2,410,205,90,2024-07-04,West,History Encyclopedia,Clothing,90,205
P048,Product_48,Books,1,277,277,206,2024-07-04,South,Math Workbook,Books,206,277
P049,Product_49,Clothing,3,537,179,64,2024-07-04,North,Language Learning Book,Clothing,64,179
P050,Product_50,Sports,2,1002,501,350,2024-07-04,North,Travel Guide Europe,Sports,350,501
P001,Product_1,Sports,5,1125,225,141,2024-07-05,East,Smartphone X1,Sports,141,225
P002,Product_2,Books,5,2620,524,416,2024-07-05,East,Laptop Pro 15,Books,416,524
P003,Product_3,Home & Kitchen,1,583,583,493,2024-07-05,South,Bluetooth Speaker,Home & Kitchen,493,583
P004,Product_4,Books,4,2020,505,477,2024-07-05,East,LED TV 42inch,Books,477,505
P005,Product_5,Books,2,840,420,313,2024-07-05,West,Wireless Earbuds,Books,313,420
P006,Product_6,Clothing,4,2512,628,480,2024-07-05,South,Men's Cotton Shirt,Clothing,480,628
P007,Product_7,Home & Kitchen,2,478,239,84,2024-07-05,West,Women's Denim Jacket,Home & Kitchen,84,239
P008,Product_8,Home & Kitchen,6,2022,337,255,2024-07-05,South,Running Shoes,Home & Kitchen,255,337
P009,Product_9,Home & Kitchen,2,576,288,130,2024-07-05,South,Sports Watch,Home & Kitchen,130,288
P010,Product_10,Books,4,2276,569,469,2024-07-05,South,Backpack Travel,Books,469,569
P011,Product_11,Sports,5,1270,254,99,2024-07-05,North,Ceramic Dinner Set,Sports,99,254
P012,Product_12,Home & Kitchen,5,2955,591,409,2024-07-05,South,Non-stick Frying Pan,Home & Kitchen,409,591
P013,Product_13,Books,1,619,619,437,2024-07-05,North,Vacuum Cleaner,Books,437,619
P014,Product_14,Clothing,2,206,103,51,2024-07-05,South,Air Purifier,Clothing,51,103
P016,Product_16,Clothing,8,1016,127,103,2024-07-05,West,Yoga Mat,Clothing,103,127
P017,Product_17,Sports,6,1290,215,155,2024-07-05,North,Tennis Racket,Sports,155,215
P018,Product_18,Books,1,356,356,309,2024-07-05,West,Football Size 5,Books,309,356
P019,Product_19,Electronics,4,2052,513,359,2024-07-05,East,Mountain Bicycle,Electronics,359,513
P020,Product_20,Sports,1,331,331,240,2024-07-05,North,Camping Tent,Sports,240,331
P021,Product_21,Clothing,2,964,482,451,2024-07-05,North,Fiction Novel A,Clothing,451,482
P022,Product_22,Books,5,2240,448,267,2024-07-05,North,Fiction Novel B,Books,267,448
P023,Product_23,Sports,3,435,145,93,2024-07-05,West,Cookbook Deluxe,Sports,93,145
P024,Product_24,Electronics,1,278,278,211,2024-07-05,South,Self-help Guide,Electronics,211,278
P025,Product_25,Electronics,4,1684,421,251,2024-07-05,North,Children's Story Book,Electronics,251,421
P026,Product_26,Home & Kitchen,3,1728,576,495,2024-07-05,South,Smartwatch Series 5,Home & Kitchen,495,576
P027,Product_27,Home & Kitchen,2,750,375,319,2024-07-05,East,Gaming Console Z,Home & Kitchen,319,375
P028,Product_28,Clothing,3,1554,518,400,2024-07-05,South,Wireless Mouse,Clothing,400,518
P029,Product_29,Sports,3,1632,544,353,2024-07-05,North,Mechanical Keyboard,Sports,353,544
P030,Product_30,Sports,1,443,443,320,2024-07-05,South,External Hard Drive,Sports,320,443
P031,Product_31,Home & Kitchen,1,318,318,264,2024-07-05,North,Winter Jacket,Home & Kitchen,264,318
P032,Product_32,Sports,4,1684,421,301,2024-07-05,North,Formal Trousers,Sports,301,421
P033,Product_33,Sports,5,2165,433,239,2024-07-05,West,Casual Sneakers,Sports,239,433
P034,Product_34,Electronics,6,2970,495,345,2024-07-05,South,Leather Belt,Electronics,345,495
P035,Product_35,Home & Kitchen,1,282,282,262,2024-07-05,South,Sunglasses UV400,Home & Kitchen,262,282
P036,Product_36,Books,3,843,281,257,2024-07-05,West,Microwave Oven,Books,257,281
P037,Product_37,Home & Kitchen,3,1341,447,286,2024-07-05,South,Refrigerator 300L,Home & Kitchen,286,447
P038,Product_38,Books,1,509,509,387,2024-07-05,East,Mixer Grinder,Books,387,509
P039,Product_39,Electronics,4,1848,462,416,2024-07-05,West,Electric Kettle,Electronics,416,462
P040,Product_40,Clothing,1,258,258,102,2024-07-05,West,Induction Cooktop,Clothing,102,258
P041,Product_41,Sports,3,1089,363,329,2024-07-05,East,Cricket Bat,Sports,329,363
P042,Product_42,Electronics,3,1704,568,459,2024-07-05,West,Badminton Racket,Electronics,459,568
P043,Product_43,Sports,7,2289,327,266,2024-07-05,North,Dumbbell Set,Sports,266,327
P044,Product_44,Clothing,5,2220,444,301,2024-07-05,East,Treadmill Pro,Clothing,301,444
P045,Product_45,Clothing,2,870,435,237,2024-07-05,North,Jump Rope,Clothing,237,435
P046,Product_46,Electronics,7,3577,511,429,2024-07-05,South,Science Textbook,Electronics,429,511
P047,Product_47,Clothing,5,1025,205,90,2024-07-05,North,History Encyclopedia,Clothing,90,205
P048,Product_48,Books,5,1385,277,206,2024-07-05,North,Math Workbook,Books,206,277
P049,Product_49,Clothing,1,179,179,64,2024-07-05,South,Language Learning Book,Clothing,64,179
P050,Product_50,Sports,5,2505,501,350,2024-07-05,South,Travel Guide Europe,Sports,350,501
P001,Product_1,Sports,3,675,225,141,2024-07-06,North,Smartphone X1,Sports,141,225
P002,Product_2,Books,4,2096,524,416,2024-07-06,West,Laptop Pro 15,Books,416,524
P003,Product_3,Home & Kitchen,2,1166,583,493,2024-07-06,West,Bluetooth Speaker,Home & Kitchen,493,583
P004,Product_4,Books,1,505,505,477,2024-07-06,West,LED TV 42inch,Books,477,505
P005,Product_5,Books,6,2520,420,313,2024-07-06,East,Wireless Earbuds,Books,313,420
P006,Product_6,Clothing,2,1256,628,480,2024-07-06,East,Men's Cotton Shirt,Clothing,480,628
P007,Product_7,Home & Kitchen,3,717,239,84,2024-07-06,South,Women's Denim Jacket,Home & Kitchen,84,239
P008,Product_8,Home & Kitchen,3,1011,337,255,2024-07-06,West,Running Shoes,Home & Kitchen,255,337
P009,Product_9,Home & Kitchen,1,288,288,130,2024-07-06,South,Sports Watch,Home & Kitchen,130,288
P010,Product_10,Books,1,569,569,469,2024-07-06,East,Backpack Travel,Books,469,569
P011,Product_11,Sports,3,762,254,99,2024-07-06,North,Ceramic Dinner Set,Sports,99,254
P012,Product_12,Home & Kitchen,2,1182,591,409,2024-07-06,West,Non-stick Frying Pan,Home & Kitchen,409,591
P013,Product_13,Books,3,1857,619,437,2024-07-06,South,Vacuum Cleaner,Books,437,619
P014,Product_14,Clothing,2,206,103,51,2024-07-06,South,Air Purifier,Clothing,51,103
P015,Product_15,Sports,5,2905,581,439,2024-07-06,West,Table Lamp,Sports,439,581
P016,Product_16,Clothing,3,381,127,103,2024-07-06,North,Yoga Mat,Clothing,103,127
P017,Product_17,Sports,2,430,215,155,2024-07-06,South,Tennis Racket,Sports,155,215
P018,Product_18,Books,2,712,356,309,2024-07-06,West,Football Size 5,Books,309,356
P019,Product_19,Electronics,6,3078,513,359,2024-07-06,South,Mountain Bicycle,Electronics,359,513
P020,Product_20,Sports,5,1655,331,240,2024-07-06,North,Camping Tent,Sports,240,331
P021,Product_21,Clothing,4,1928,482,451,2024-07-06,West,Fiction Novel A,Clothing,451,482
P022,Product_22,Books,5,2240,448,267,2024-07-06,West,Fiction Novel B,Books,267,448
P023,Product_23,Sports,4,580,145,93,2024-07-06,East,Cookbook Deluxe,Sports,93,145
P024,Product_24,Electronics,5,1390,278,211,2024-07-06,West,Self-help Guide,Electronics,211,278
P025,Product_25,Electronics,3,1263,421,251,2024-07-06,West,Children's Story Book,Electronics,251,421
P026,Product_26,Home & Kitchen,2,1152,576,495,2024-07-06,South,Smartwatch Series 5,Home & Kitchen,495,576
P027,Product_27,Home & Kitchen,1,375,375,319,2024-07-06,North,Gaming Console Z,Home & Kitchen,319,375
P028,Product_28,Clothing,3,1554,518,400,2024-07-06,East,Wireless Mouse,Clothing,400,518
P029,Product_29,Sports,4,2176,544,353,2024-07-06,West,Mechanical Keyboard,Sports,353,544
P030,Product_30,Sports,3,1329,443,320,2024-07-06,South,External Hard Drive,Sports,320,443
P031,Product_31,Home & Kitchen,4,1272,318,264,2024-07-06,East,Winter Jacket,Home & Kitchen,264,318
P032,Product_32,Sports,3,1263,421,301,2024-07-06,North,Formal Trousers,Sports,301,421
P033,Product_33,Sports,2,866,433,239,2024-07-06,North,Casual Sneakers,Sports,239,433
P034,Product_34,Electronics,3,1485,495,345,2024-07-06,North,Leather Belt,Electronics,345,495
P035,Product_35,Home & Kitchen,3,846,282,262,2024-07-06,East,Sunglasses UV400,Home & Kitchen,262,282
P036,Product_36,Books,2,562,281,257,2024-07-06,East,Microwave Oven,Books,257,281
P037,Product_37,Home & Kitchen,4,1788,447,286,2024-07-06,North,Refrigerator 300L,Home & Kitchen,286,447
P038,Product_38,Books,3,1527,509,387,2024-07-06,South,Mixer Grinder,Books,387,509
P039,Product_39,Electronics,1,462,462,416,2024-07-06,East,Electric Kettle,Electronics,416,462
P041,Product_41,Sports,3,1089,363,329,2024-07-06,South,Cricket Bat,Sports,329,363
P042,Product_42,Electronics,4,2272,568,459,2024-07-06,North,Badminton Racket,Electronics,459,568
P043,Product_43,Sports,4,1308,327,266,2024-07-06,North,Dumbbell Set,Sports,266,327
P044,Product_44,Clothing,1,444,444,301,2024-07-06,South,Treadmill Pro,Clothing,301,444
P045,Product_45,Clothing,4,1740,435,237,2024-07-06,North,Jump Rope,Clothing,237,435
P046,Product_46,Electronics,1,511,511,429,2024-07-06,East,Science Textbook,Electronics,429,511
P047,Product_47,Clothing,7,1435,205,90,2024-07-06,South,History Encyclopedia,Clothing,90,205
P049,Product_49,Clothing,3,537,179,64,2024-07-06,South,Language Learning Book,Clothing,64,179
P050,Product_50,Sports,6,3006,501,350,2024-07-06,North,Travel Guide Europe,Sports,350,501
P001,Product_1,Sports,4,900,225,141,2024-07-07,South,Smartphone X1,Sports,141,225
P002,Product_2,Books,7,3668,524,416,2024-07-07,East,Laptop Pro 15,Books,416,524
P003,Product_3,Home & Kitchen,4,2332,583,493,2024-07-07,North,Bluetooth Speaker,Home & Kitchen,493,583
P004,Product_4,Books,3,1515,505,477,2024-07-07,North,LED TV 42inch,Books,477,505
P006,Product_6,Clothing,3,1884,628,480,2024-07-07,West,Men's Cotton Shirt,Clothing,480,628
P007,Product_7,Home & Kitchen,1,239,239,84,2024-07-07,North,Women's Denim Jacket,Home & Kitchen,84,239
P008,Product_8,Home & Kitchen,5,1685,337,255,2024-07-07,North,Running Shoes,Home & Kitchen,255,337
P009,Product_9,Home & Kitchen,2,576,288,130,2024-07-07,East,Sports Watch,Home & Kitchen,130,288
P010,Product_10,Books,3,1707,569,469,2024-07-07,North,Backpack Travel,Books,469,569
P011,Product_11,Sports,5,1270,254,99,2024-07-07,East,Ceramic Dinner Set,Sports,99,254
P012,Product_12,Home & Kitchen,4,2364,591,409,2024-07-07,North,Non-stick Frying Pan,Home & Kitchen,409,591
P013,Product_13,Books,2,1238,619,437,2024-07-07,East,Vacuum Cleaner,Books,437,619
P014,Product_14,Clothing,2,206,103,51,2024-07-07,East,Air Purifier,Clothing,51,103
P015,Product_15,Sports,2,1162,581,439,2024-07-07,West,Table Lamp,Sports,439,581
P016,Product_16,Clothing,2,254,127,103,2024-07-07,South,Yoga Mat,Clothing,103,127
P017,Product_17,Sports,2,430,215,155,2024-07-07,East,Tennis Racket,Sports,155,215
P018,Product_18,Books,3,1068,356,309,2024-07-07,West,Football Size 5,Books,309,356
P019,Product_19,Electronics,2,1026,513,359,2024-07-07,East,Mountain Bicycle,Electronics,359,513
P020,Product_20,Sports,2,662,331,240,2024-07-07,South,Camping Tent,Sports,240,331
P021,Product_21,Clothing,4,1928,482,451,2024-07-07,North,Fiction Novel A,Clothing,451,482
P022,Product_22,Books,2,896,448,267,2024-07-07,East,Fiction Novel B,Books,267,448
P023,Product_23,Sports,2,290,145,93,2024-07-07,West,Cookbook Deluxe,Sports,93,145
P025,Product_25,Electronics,2,842,421,251,2024-07-07,North,Children's Story Book,Electronics,251,421
P026,Product_26,Home & Kitchen,7,4032,576,495,2024-07-07,South,Smartwatch Series 5,Home & Kitchen,495,576
P027,Product_27,Home & Kitchen,2,750,375,319,2024-07-07,North,Gaming Console Z,Home & Kitchen,319,375
P028,Product_28,Clothing,1,518,518,400,2024-07-07,West,Wireless Mouse,Clothing,400,518
P029,Product_29,Sports,3,1632,544,353,2024-07-07,West,Mechanical Keyboard,Sports,353,544
P030,Product_30,Sports,2,886,443,320,2024-07-07,North,External Hard Drive,Sports,320,443
P031,Product_31,Home & Kitchen,6,1908,318,264,2024-07-07,East,Winter Jacket,Home & Kitchen,264,318
P032,Product_32,Sports,1,421,421,301,2024-07-07,South,Formal Trousers,Sports,301,421
P033,Product_33,Sports,2,866,433,239,2024-07-07,South,Casual Sneakers,Sports,239,433
P034,Product_34,Electronics,3,1485,495,345,2024-07-07,West,Leather Belt,Electronics,345,495
P035,Product_35,Home & Kitchen,3,846,282,262,2024-07-07,North,Sunglasses UV400,Home & Kitchen,262,282
P036,Product_36,Books,2,562,281,257,2024-07-07,North,Microwave Oven,Books,257,281
P037,Product_37,Home & Kitchen,3,1341,447,286,2024-07-07,South,Refrigerator 300L,Home & Kitchen,286,447
